question,answer_2022_08_22,answer_2022_08_25,similarity_score,length_diff,similarity_category
donde está área de prácticas,🏢 ¿Te refieres al acceso al aula de prácticas en el Campus Virtual o estás buscando información sobre un lugar físico específico para realizar las prácticas? Estoy aquí para ayudarte con cualquier duda que tengas.,🏢 ¿Te refieres al acceso al aula de prácticas en el Campus Virtual o a la ubicación de un centro de prácticas específico? Estoy aquí para ayudarte con cualquier información que necesites sobre el proceso de prácticas.,0.9162790697674419,4,Very High (0.8-1.0)
como se hacen los tests evaluativos de cada tema?,"📝 ¿Te refieres a cómo acceder a los tests, cómo se califican o qué tipo de actividades se incluyen en la evaluación continua? Estoy aquí para ayudarte con cualquier duda que tengas sobre el proceso de evaluación.","📝 ¿Te refieres a cómo acceder a los tests, cómo completarlos o a qué criterios se aplican para su evaluación? Estoy aquí para ayudarte con cualquier duda que tengas sobre el proceso de evaluación.",0.9166666666666666,16,Very High (0.8-1.0)
"mis exámenes, horario","📅 Los exámenes programados son:  



- 5111000004.-  La Formación Histórica de la Cultura Jurídica Europea:  

  - Fecha del Examen: 5 de septiembre de 2025  

  - Hora de Inicio: 17:00  

  - Duración: 125 minutos  

  - Ciudad: Madrid PRESENCIAL  

  - Hotel: ILUNION SUITES MADRID*  

  - Dirección: C/López de Hoyos, 143 · 28002 Madrid  



- 5111000003.-   Derecho Romano Privado:  

  - Fecha del Examen: 5 de septiembre de 2025  

  - Hora de Inicio: 19:30  

  - Duración: 125 minutos  

  - Ciudad: Madrid PRESENCIAL  

  - Hotel: ILUNION SUITES MADRID*  

  - Dirección: C/López de Hoyos, 143 · 28002 Madrid. ¿Hay algo más en lo que pueda ayudarte?","📅 Aquí tienes la información sobre tus exámenes programados:  



- **La Formación Histórica de la Cultura Jurídica Europea**:  

  - **Fecha del Examen**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 17:00  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



- **Derecho Romano Privado**:  

  - **Fecha del Examen**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 19:30  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



¿Hay algo más en lo que pueda ayudarte?",0.9186046511627907,60,Very High (0.8-1.0)
donde puedo gestionar los examenes?,"📚 Para gestionar los exámenes, debes ingresar al campus y dirigirte al apartado 'Exámenes'. Allí podrás encontrar información sobre tus exámenes programados y pasados. ¿Te refieres a algún examen en particular?","📚 Para gestionar tus exámenes, debes ingresar al campus y dirigirte al apartado 'Exámenes'. Allí encontrarás información sobre tus exámenes programados y también sobre exámenes pasados. ¿Hay algo más en lo que pueda ayudarte?",0.9195402298850575,15,Very High (0.8-1.0)
memoria final practicas,"📑 ¿Podrías especificar qué información necesitas sobre la 'memoria final de prácticas'? ¿Estás buscando detalles sobre la extensión, los requisitos de entrega o algo más específico? Estoy aquí para ayudarte con cualquier duda que tengas.","📑 ¿Podrías especificar si necesitas información sobre cómo elaborar la memoria final de prácticas, los requisitos específicos que debe cumplir, o el proceso de entrega? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9197396963123644,13,Very High (0.8-1.0)
numero mentora,"📞 Puedes contactar con tu mentor/a de UNIR a través de los siguientes números: 

- IRENE MENDAZA RUIZ: 941 610 026, extensión 4024. 

- MANUEL GALARRETA ESPINOSA: 941 610 026, extensión 5001. ¿Hay algo más en lo que pueda ayudarte?","📞 Los mentores asignados son: 

- IRENE MENDAZA RUIZ: Puedes contactarla al 941 610 026 con extensión 4024. 

- MANUEL GALARRETA ESPINOSA: Puedes contactarlo al 941 610 026 con extensión 5001. ¿Hay algo más en lo que pueda ayudarte?",0.9200863930885529,1,Very High (0.8-1.0)
necesito saber si le ha llegado a mi profesor un trabajo que le entregue,😅 No tengo información específica sobre la confirmación de la entrega de trabajos. Te recomendaría que te comuniques directamente con tu profesor a través del foro de consulta de la asignatura o el chat de la clase en directo. ¿Hay algo más en lo que pueda ayudarte?,"📩 Para confirmar si tu trabajo ha llegado a tu profesor, te recomiendo que te comuniques directamente con tu mentor. Puedes enviarle un mensaje a través del foro de consulta de la asignatura o utilizar el chat de la clase en directo. ¿Hay algo más en lo que pueda ayudarte?",0.9202226345083488,7,Very High (0.8-1.0)
se hace experiencia unir en el grado de educación primaria,"📚 ¿Podrías aclarar un poco más tu pregunta? ¿Te refieres a cómo gestionar las prácticas, a las horas de experiencia necesarias o al reconocimiento de experiencia laboral en el grado de Educación Primaria? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 ¿Podrías aclarar a qué aspecto de la experiencia en el grado de Educación Primaria te refieres? ¿Estás interesado en cómo solicitar las prácticas, en los requisitos necesarios o en cómo se reconoce la experiencia profesional? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9208103130755064,23,Very High (0.8-1.0)
cuando empieza el segundo semestre?,"📅 Puedes consultar el Calendario Académico con todas las fechas relevantes del curso, incluyendo el inicio del segundo semestre, desde el apartado Archivos del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?",📅 Puedes consultar el Calendario Académico para conocer la fecha de inicio del segundo semestre. Este calendario está disponible en el apartado Archivos o Documentación del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?,0.9211087420042644,13,Very High (0.8-1.0)
"además, me gustaría acceder a los foros que tiene la mentora habilitados para preguntar dudas, no puedo entrar porque me sale que no soy miembro de ningún grupo.","📚 Para acceder a los foros de tu mentora, asegúrate de estar asignado al grupo correspondiente. Debes acceder al apartado 'Foros' de la asignatura, seleccionar en 'Grupos' el nombre de tu mentora y verificar si estás en el grupo adecuado. Si continúas teniendo problemas, considera contactar con Atención Técnica. ¿Hay algo más en lo que pueda ayudarte?","📌 Para acceder a los foros de tu mentora, asegúrate de estar asignado al grupo correspondiente. Accede al apartado 'Foros' de la asignatura, selecciona 'Grupos' y elige el nombre de tu mentora. Si sigues teniendo problemas, te recomiendo contactar con Atención Técnica. ¿Hay algo más en lo que pueda ayudarte?",0.9214501510574018,44,Very High (0.8-1.0)
cuando empieza el segundo cuatrimestre,"📅 Puedes consultar el Calendario Académico con todas las fechas relevantes del curso, incluyendo el inicio del segundo cuatrimestre, desde el apartado (Archivos o Documentación) del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?",📅 Puedes consultar el Calendario Académico para conocer la fecha exacta de inicio del segundo cuatrimestre. Este calendario está disponible en el apartado Archivos del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?,0.9218106995884774,14,Very High (0.8-1.0)
como se manda el borrador del informe d epracticas,"📄 Desde el apartado 'Mis Prácticas' en el menú lateral izquierdo del Aula de Prácticas, puedes verificar si tienes la opción de enviar un borrador del informe. Te recomiendo que consultes allí para obtener detalles específicos sobre el proceso. ¿Hay algo más en lo que pueda ayudarte?","📄 Desde el apartado 'Mis Prácticas' en el Aula de Prácticas, puedes verificar si tienes la opción de enviar un borrador del informe. Te recomiendo que revises allí para obtener más detalles sobre el proceso. ¿Hay algo más en lo que pueda ayudarte?",0.9227871939736346,37,Very High (0.8-1.0)
como descargar paquete office,"📚 Durante tu estancia como estudiante de UNIR, tendrás habilitada una cuenta de correo online de Office 365 desde la que podrás utilizar Word Online, Excel y otras herramientas. Para acceder a tu cuenta, dirígete a https://portal.office.com/ con el usuario y contraseña que se te proporcionó. Si necesitas más información sobre tu cuenta de Office 365, consulta el apartado 'Configuración inicial del campus'. ¿Hay algo más en lo que pueda ayudarte?","📚 Durante tu estancia como estudiante de UNIR, tendrás habilitada una cuenta de correo online de Office 365 desde la que podrás utilizar Word Online, Excel y más. Para acceder a tu cuenta, dirígete a https://portal.office.com/ con el usuario y contraseña proporcionados en tu correo de bienvenida. Si necesitas más ayuda, no dudes en contactar a tu mentor. ¿Hay algo más en lo que pueda ayudarte?",0.9230769230769231,53,Very High (0.8-1.0)
quiero hacer los test de los temas y no puede accedir,🔍 ¿Podrías darme más detalles sobre el problema que estás enfrentando? ¿No puedes encontrar los test en las asignaturas o hay un error técnico al intentar acceder? Estoy aquí para ayudarte a resolverlo.,🔍 ¿Podrías darme más detalles sobre el problema que estás enfrentando al intentar acceder a los test? ¿Te aparece algún mensaje de error o simplemente no encuentras la opción? Estoy aquí para ayudarte a resolverlo.,0.9230769230769231,12,Very High (0.8-1.0)
cual es el número de servicio técnico,📞 El número de contacto para el servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,📞 El número de servicio de atención técnica es el 941 610 025. ¿Hay algo más en lo que pueda ayudarte?,0.9230769230769231,17,Very High (0.8-1.0)
no encuentro el annexo de acptacion,📑 ¿Te refieres a cómo acceder al 'anexo de aceptación' en el Campus Virtual? Puedo proporcionarte información sobre cómo completarlo y enviarlo. ¿O necesitas ayuda con algo más específico relacionado con este documento?,📑 ¿Te refieres a cómo acceder al 'anexo de aceptación' en el Campus Virtual? Puedo proporcionarte más detalles sobre el proceso para completarlo y enviarlo. ¿O necesitas ayuda con algo más específico relacionado con el anexo?,0.9234234234234234,6,Very High (0.8-1.0)
que quiere decir smolw cm no soportado?,🔧 ¿Podrías darme más detalles sobre el error que estás experimentando? ¿Te refieres a problemas al instalar el software o durante el examen? Estoy aquí para ayudarte con cualquier duda que tengas.,🔧 ¿Podrías darme más detalles sobre el error que estás experimentando? ¿Te refieres a problemas al instalar el sistema de monitorización de exámenes o durante su uso? Estoy aquí para ayudarte con cualquier duda que tengas.,0.9234449760765551,26,Very High (0.8-1.0)
qué pasa si no está correcta la colocación?,"🔍 ¿Podrías aclarar a qué tipo de 'colocación' te refieres? ¿Estás hablando de la colocación en un examen, en tu expediente académico o en otro contexto? Estoy aquí para ayudarte con cualquier duda que tengas.",🔍 ¿Podrías aclarar a qué tipo de 'colocación' te refieres? ¿Estás hablando de errores en un examen o en tu expediente académico? Estoy aquí para ayudarte con cualquier duda que tengas.,0.923469387755102,24,Very High (0.8-1.0)
me puedes facilitar esos numeros?,"📞 ¿Podrías aclarar a qué números te refieres? ¿Estás buscando información sobre contactos de tu mentor/a, atención técnica o algún otro tema relacionado con UNIR? Estoy aquí para ayudarte con cualquier duda que tengas.","📞 ¿Podrías aclarar a qué números te refieres? ¿Estás buscando el número de contacto de tu mentor/a, del departamento de atención técnica o de otro servicio? Estoy aquí para ayudarte con la información que necesites.",0.9237875288683602,3,Very High (0.8-1.0)
me das el número de teléfono porfavor,"😅 No puedo proporcionarte números de teléfono específicos. Sin embargo, si necesitas información sobre los servicios de la Universidad Internacional de La Rioja (UNIR) o cualquier otro tema relacionado, estaré encantado de ayudarte. ¿Hay algo en particular que te gustaría saber?","😅 No tengo acceso a información específica como números de teléfono. Sin embargo, si necesitas ayuda con algún tema relacionado con la Universidad Internacional de La Rioja, estaré encantado de asistirte. ¿Hay algo en particular que te gustaría saber sobre nuestros programas o servicios?",0.9241622574955908,9,Very High (0.8-1.0)
no tengo el correo de mi profesora no se donde buscarlo en la plataforma,"📧 Para contactar a tu profesora, puedes enviarle un mensaje a través del foro de consulta de la asignatura o utilizar el chat de la clase en directo. También puedes enviar un correo a través de la 'Bandeja de entrada' del campus virtual. ¿Te refieres a algún profesor en particular?","📧 Para contactar a tu profesora, puedes enviarle un mensaje a través del foro de consulta de la asignatura o utilizar el chat de la clase en directo. Si prefieres, también puedes enviar un correo a tu mentor/a para que lo traslade. ¿Hay algo más en lo que pueda ayudarte?",0.9258589511754068,11,Very High (0.8-1.0)
por favor pudiera ayudarme con las exigencias del tfm,"📚 ¿Podrías especificar qué aspectos de las exigencias del TFM te gustaría conocer? ¿Te refieres a los requisitos de presentación, el proceso de evaluación o algo más específico? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 ¿Podrías especificar qué tipo de exigencias del TFM te gustaría conocer? ¿Te refieres a requisitos de contenido, plazos de entrega, o el proceso de defensa? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9261744966442953,19,Very High (0.8-1.0)
"ya, pero es que no me ha dado la opcion de presentarme. son las 18.13, y llevo todo el finde encerrado estudiando. no me parece normal",😅 Entiendo que te sientes frustrado. ¿Podrías darme más detalles sobre tu situación? ¿Te refieres a que no puedes ver la opción para inscribirte en el examen o que no has podido presentarte? Estoy aquí para ayudarte a resolverlo.,😅 Entiendo que te sientes frustrado. ¿Podrías darme más detalles sobre tu situación? ¿Te refieres a que no puedes acceder a la inscripción para los exámenes o a que no has recibido información sobre ellos? Estoy aquí para ayudarte a aclarar esto.,0.9305263157894736,17,Very High (0.8-1.0)
descargas,"📥 ¿Podrías aclarar a qué tipo de 'descargas' te refieres? ¿Estás interesado en descargar programas, temarios de asignaturas o algún otro tipo de documento? Estoy aquí para ayudarte con cualquier duda que tengas.","📥 ¿Podrías especificar qué tipo de 'descargas' estás buscando? ¿Te refieres a programas, documentos de asignaturas o algún otro material? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9306930693069307,18,Very High (0.8-1.0)
no puedo entrar en las asignaturas,"🔍 ¿Podrías darme más detalles sobre el problema que estás experimentando? ¿No puedes acceder a las aulas porque aún no están activadas, o estás teniendo problemas técnicos? Estoy aquí para ayudarte a resolverlo.","🔧 ¿Podrías darme más detalles sobre el problema que estás enfrentando? ¿No puedes acceder a las aulas porque aún no están activadas, o estás teniendo problemas técnicos? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9311926605504587,14,Very High (0.8-1.0)
ver mi expediente,📚 Puedes consultar tu expediente accediendo al apartado Secretaría del campus virtual. Allí verás tus asignaturas y las calificaciones obtenidas. ¿Hay algo más en lo que pueda ayudarte?,📚 Puedes consultar tu expediente accediendo al apartado Secretaría. Allí podrás ver las asignaturas en las que estás matriculado/a y las notas obtenidas. ¿Hay algo más en lo que pueda ayudarte?,0.9312169312169312,8,Very High (0.8-1.0)
"si las actividades son sobre 10, cuantos puntos tengo que tener para hacerlo al 40%","📊 ¿Podrías aclarar si te refieres a cuántos puntos necesitas en total para alcanzar el 40% de la nota final, o si buscas información sobre cómo se calcula esa puntuación en función de las actividades que realices? Estoy aquí para ayudarte con cualquier duda que tengas.","📊 ¿Podrías aclarar si te refieres a cuántos puntos necesitas en las actividades para alcanzar un 40% de la calificación final? O, ¿estás buscando información sobre cómo se distribuyen las calificaciones entre las actividades y el examen? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9323843416370107,24,Very High (0.8-1.0)
pero lo necesito por aquí porqe soy de murcia no de la rioja,"😅 Entiendo que estés buscando información específica. Aunque soy un asistente enfocado en la Universidad Internacional de La Rioja (UNIR), estaré encantado de ayudarte con cualquier duda que tengas sobre nuestros programas o servicios. ¿Hay algo en particular que te gustaría saber?","😅 Entiendo que estés buscando información específica. Aunque mi conocimiento está centrado en la Universidad Internacional de La Rioja, puedo ayudarte con cualquier pregunta relacionada con nuestros programas o servicios. ¿Hay algo en particular que te gustaría saber sobre UNIR?",0.9340463458110517,3,Very High (0.8-1.0)
no me aparece,"🛠️ ¿Podrías darme más detalles sobre lo que no te aparece? ¿Te refieres a un problema técnico en el campus virtual, o quizás a tus notas? Estoy aquí para ayudarte con cualquier duda que tengas.","🛠️ ¿Podrías darme más detalles sobre qué es lo que no te aparece? ¿Te refieres a un problema técnico en el campus virtual, o quizás a la visualización de tus notas? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9346246973365617,27,Very High (0.8-1.0)
cuando yo escribo en el foro tengo que darle en algun sitio coo que ya he participado?,💬 ¿Podrías especificar si te refieres a cómo confirmar tu participación en el foro o si necesitas saber si hay algún procedimiento adicional? Estoy aquí para ayudarte con cualquier duda que tengas sobre el uso de los foros.,💬 ¿Podrías especificar si te refieres a la necesidad de confirmar tu participación en un foro o si buscas información sobre cómo editar tus intervenciones? Estoy aquí para ayudarte con cualquier duda que tengas sobre el uso de los foros.,0.9347826086956522,14,Very High (0.8-1.0)
como solicito una beca,"📚 Se podrá solicitar cualquier beca, ayuda pública o privada de la naturaleza que sea. Para más información, puedes consultar el siguiente [enlace](https://www.unir.net/estudia-con-nosotros/becas-universitarias-y-precios/) o contactar directamente con el departamento de becas en su dirección de correo: becas@unir.net. ¿Hay algo más en lo que pueda ayudarte?","📚 Puedes solicitar cualquier beca, ayuda pública o privada. Para más información sobre las becas y el proceso de solicitud, visita el siguiente [enlace](https://www.unir.net/estudia-con-nosotros/becas-universitarias-y-precios/) o contacta con el departamento de becas a través del correo: becas@unir.net. ¿Hay algo más en lo que pueda ayudarte?",0.9359886201991465,15,Very High (0.8-1.0)
solicitar revision,"📝 ¿Podrías especificar a qué tipo de revisión te refieres? ¿Estás interesado en la revisión de un examen, de tu TFE o de alguna actividad en particular? Estoy aquí para ayudarte con cualquier duda que tengas.","📝 ¿Podrías especificar a qué tipo de revisión te refieres? ¿Es sobre la nota de un examen, una actividad o la defensa de tu Trabajo Fin de Estudios? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9368932038834952,4,Very High (0.8-1.0)
que es el campus virtual?,"📚 El campus virtual es el espacio colaborativo donde puedes asistir a clases virtuales, consultar dudas a los profesores, participar en foros de asignaturas, descargar recursos educativos y acceder a la biblioteca digital. Es accesible desde cualquier dispositivo con conexión a Internet. ¿Hay algo más en lo que pueda ayudarte?","📚 El campus virtual es el espacio colaborativo donde puedes asistir a clases virtuales, consultar dudas a los profesores, participar en foros de asignaturas, descargar recursos educativos y visitar la biblioteca digital. Puedes acceder desde cualquier dispositivo con conexión a Internet. ¿Te gustaría saber más sobre alguna funcionalidad específica del campus?",0.9375907111756169,33,Very High (0.8-1.0)
como montar lops trabajos,📚 ¿Podrías especificar a qué tipo de trabajos te refieres? ¿Estás interesado en la organización de un Trabajo Fin de Estudios (TFE) o en cómo presentar tareas en general? Estoy aquí para ayudarte con cualquier duda que tengas.,📚 ¿Podrías especificar a qué tipo de trabajos te refieres? ¿Estás interesado en cómo estructurar el Trabajo Fin de Estudios o en el proceso de entrega? Estoy aquí para ayudarte con cualquier duda que tengas.,0.9376443418013857,19,Very High (0.8-1.0)
no me deja descargar smowl cm,💻 ¿Podrías darme más detalles sobre el problema que estás enfrentando al intentar descargar el sistema de monitorización? ¿Te gustaría saber más sobre los requisitos técnicos o el proceso de instalación? Estoy aquí para ayudarte con cualquier duda que tengas.,💻 ¿Podrías darme más detalles sobre el problema que estás enfrentando al intentar descargar el sistema de monitorización? ¿Te gustaría saber más sobre los requisitos técnicos o el proceso de instalación? Estoy aquí para ayudarte.,0.9385245901639344,30,Very High (0.8-1.0)
trabajo fin de estudio,"📚 ¿Podrías especificar qué aspecto del 'Trabajo Fin de Estudios' te gustaría conocer? ¿Estás interesado en el proceso de entrega, la defensa, o los requisitos para realizarlo? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 ¿Podrías especificar qué aspecto del Trabajo Fin de Estudios te interesa? ¿Estás buscando información sobre la entrega, la defensa o los requisitos para realizarlo? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9403973509933775,9,Very High (0.8-1.0)
ampliación de matricula,"📚 ¿Podrías especificar qué aspecto de la 'ampliación de matrícula' te interesa? ¿Buscas información sobre los plazos, el proceso o los requisitos específicos? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 ¿Podrías especificar qué aspecto de la 'ampliación de matrícula' te interesa? ¿Buscas información sobre el procedimiento, los plazos o los requisitos para realizarla? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9406392694063926,10,Very High (0.8-1.0)
que pasa si un alumno no trabaja en los retos del grupo,"📚 Las actividades de evaluación continua deben ser entregadas en las fechas estipuladas y la falta de participación podría influir en la nota final. Si no se trabaja en los retos del grupo, es posible que no se sume a la evaluación. ¿Te refieres a algún aspecto específico de la evaluación continua?","📚 Las actividades de evaluación continua pueden ser individuales o grupales, y es importante participar en ellas para obtener una buena calificación. Si un alumno no trabaja en los retos del grupo, podría no sumar en la nota final de sus actividades. ¿Te refieres a algún aspecto específico de la evaluación grupal?",0.9413680781758957,16,Very High (0.8-1.0)
examenes,"📅 Aquí tienes la información sobre tus exámenes programados: 



- **La Formación Histórica de la Cultura Jurídica Europea**: 

  - **Fecha**: 5 de septiembre de 2025 

  - **Hora de Inicio**: 17:00 

  - **Duración**: 125 minutos 

  - **Ciudad**: Madrid PRESENCIAL 

  - **Hotel**: ILUNION SUITES MADRID* 

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid 



- **Derecho Romano Privado**: 

  - **Fecha**: 5 de septiembre de 2025 

  - **Hora de Inicio**: 19:30 

  - **Duración**: 125 minutos 

  - **Ciudad**: Madrid PRESENCIAL 

  - **Hotel**: ILUNION SUITES MADRID* 

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid 



¿Hay algo más en lo que pueda ayudarte?","📅 Los exámenes programados son los siguientes:  



- 5111000004.- La Formación Histórica de la Cultura Jurídica Europea:  

  - **Fecha del Examen**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 17:00  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



- 5111000003.- Derecho Romano Privado:  

  - **Fecha del Examen**: 5 de septiembre de 2025  

  - **Hora de Inicio**: 19:30  

  - **Duración**: 125 minutos  

  - **Ciudad**: Madrid PRESENCIAL  

  - **Hotel**: ILUNION SUITES MADRID*  

  - **Dirección**: C/López de Hoyos, 143 · 28002 Madrid  



¿Hay algo más en lo que pueda ayudarte?",0.9422665716322167,41,Very High (0.8-1.0)
con cuantos puntos te hace media la parte de los trabajos?,"📊 ¿Podrías aclarar si te refieres a la puntuación necesaria para la media de los trabajos en la Evaluación Continua? O, ¿estás buscando información sobre cómo se calculan las notas de los trabajos en general? Estoy aquí para ayudarte con cualquier duda que tengas.","📊 ¿Podrías aclarar si te refieres a la media de los trabajos en una asignatura específica o en general? También, ¿te gustaría saber más sobre cómo se calcula la Evaluación Continua y su impacto en la nota final? Estoy aquí para ayudarte con cualquier duda.",0.9423076923076923,8,Very High (0.8-1.0)
en los test es necesario tener en todo un 100% o teniendo un 70% se obtiene la nota máxima,😅 No tengo información específica sobre los requisitos de calificación en los test. Te recomendaría consultar a tu mentor/a para obtener detalles precisos sobre la evaluación en tu asignatura. ¿Hay algo más en lo que pueda ayudarte?,😅 No tengo información específica sobre los requisitos de calificación en los test. Te recomendaría consultar a tu mentor/a para obtener detalles precisos sobre este tema. ¿Hay algo más en lo que pueda ayudarte?,0.9435665914221218,21,Very High (0.8-1.0)
contando evaluacion continua?,"📚 ¿Podrías especificar qué aspecto de la evaluación continua te interesa? ¿Buscas información sobre cómo se calcula, qué actividades se incluyen o si es obligatoria en tu asignatura? Estoy aquí para ayudarte con cualquier duda que tengas.","📚 ¿Podrías especificar qué aspecto de la evaluación continua te interesa? ¿Buscas información sobre cómo se contabilizan las actividades, su obligatoriedad, o cómo puedes participar en ellas? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9443298969072165,9,Very High (0.8-1.0)
como acceder al manual de estudiantes,"📚 Si tienes dudas sobre tus exámenes online, puedes consultar el manual de exámenes en el apartado 'Archivos' del Aula de Información General/Curso de Introducción. Si persiste la duda, contacta con tu mentor.","📚 Si tienes dudas sobre tus exámenes online, puedes consultar el manual de exámenes en el apartado 'Archivos' del Aula de Información General. Si persiste la duda, contacta con tu mentor.",0.9444444444444444,22,Very High (0.8-1.0)
me gustaría saber como darme de baja de la universidad,📞 Te recomiendo que te pongas en contacto con tu mentor/a de la universidad. Él/ella podrá brindarte la información necesaria y asesorarte en tu situación. ¿Hay algo más en lo que pueda ayudarte?,📞 Te recomiendo que te pongas en contacto con tu mentor. Él/ella podrá brindarte la información necesaria y asesorarte en tu situación. ¿Hay algo más en lo que pueda ayudarte?,0.9459459459459459,20,Very High (0.8-1.0)
donde encontrar el foro para contactar con el mentor,"📚 Para contactar con tu mentor/a, puedes hacerlo desde la bandeja de entrada de tu campus virtual o en las sesiones en directo. También puedes utilizar los foros para interactuar con tus compañeros y profesores. ¿Hay algo más en lo que pueda ayudarte?","📚 Para contactar con tu mentor/a, puedes hacerlo desde la bandeja de entrada de tu campus virtual o en las sesiones en directo. Los foros son más para interactuar con profesores y compañeros. ¿Hay algo más en lo que pueda ayudarte?",0.946058091286307,20,Very High (0.8-1.0)
microsoft365,"💻 ¿Podrías especificar qué información necesitas sobre Microsoft 365? ¿Te gustaría saber cómo acceder, qué herramientas están disponibles o cómo solucionar algún problema específico? Estoy aquí para ayudarte con cualquier duda que tengas.","💻 ¿Podrías especificar qué información necesitas sobre Microsoft 365? ¿Estás interesado en cómo acceder a tu cuenta, en las herramientas disponibles o en cómo resolver algún problema específico? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9467213114754098,12,Very High (0.8-1.0)
problemas con smowl,"🔧 ¿Podrías darme más detalles sobre los problemas que estás teniendo con el sistema de monitorización? ¿Te refieres a dificultades técnicas, problemas de instalación o algo más específico? Estoy aquí para ayudarte.","🔧 ¿Podrías darme más detalles sobre los problemas que estás teniendo con el sistema de monitorización de exámenes? ¿Te refieres a dificultades técnicas, problemas de registro o algo más específico? Estoy aquí para ayudarte.",0.9473684210526315,9,Very High (0.8-1.0)
matricula de honor,"🏆 ¿Te gustaría saber más sobre cómo se otorga la Matrícula de Honor, los beneficios que conlleva o algún otro aspecto relacionado? Estoy aquí para ayudarte con cualquier duda que tengas.","🏆 ¿Te gustaría saber más sobre los criterios para obtener la matrícula de honor, los beneficios que conlleva o algún otro aspecto relacionado? Estoy aquí para ayudarte con cualquier duda que tengas.",0.9479166666666666,12,Very High (0.8-1.0)
"hola, me puedes facilitar mi enlace para entrar en office?",📧 Puedes acceder a tu cuenta de Office 365 desde este enlace: https://portal.office.com/. Utiliza el usuario y contraseña que se te proporcionó en el correo de bienvenida. ¿Hay algo más en lo que pueda ayudarte?,📧 Puedes acceder a tu cuenta de Office 365 desde este enlace: https://portal.office.com/. Utiliza el usuario y contraseña que se te enviaron en el correo de bienvenida al inicio de curso. ¿Hay algo más en lo que pueda ayudarte?,0.9497716894977168,16,Very High (0.8-1.0)
trabajo,"💼 ¿Podrías especificar a qué tipo de 'trabajo' te refieres? ¿Estás interesado en ofertas de empleo, en el proceso de depósito de tu Trabajo Fin de Estudios, o en algo más relacionado? Estoy aquí para ayudarte con cualquier duda que tengas.",💼 ¿Podrías especificar a qué tipo de 'trabajo' te refieres? ¿Estás interesado en ofertas de empleo en la universidad o en el proceso relacionado con tu Trabajo Fin de Estudios? Estoy aquí para ayudarte con cualquier duda que tengas.,0.9511677282377919,7,Very High (0.8-1.0)
hola buenas necesito hacer un cambio de fecha del examen del sábado a las 14.30. debitado a qué tengo que hacer un viaje por un tema de fútbol.,"⚽ Para solicitar el cambio de fecha de tu examen, puedes acceder a https://tablonexamenes.unir.net o desde el apartado de Secretaría de tu Campus – Cambio de Fecha de Exámenes. Recuerda que es necesario que tu solicitud esté debidamente justificada. ¿Hay algo más en lo que pueda ayudarte?","⚽ Para solicitar el cambio de fecha de tu examen, puedes acceder a https://tablonexamenes.unir.net o desde el apartado de Secretaría de tu Campus – Cambio de Fecha de Exámenes. Recuerda que necesitarás justificar tu solicitud. ¿Hay algo más en lo que pueda ayudarte?",0.9513513513513514,23,Very High (0.8-1.0)
